RECORD_ID,RECORD_TYPE,PARAMETER,V7_REFERENCE,CURRENT_VALUE,UNIT,SOURCE_ID,REPOSITORY_PATH,COMMIT_SHA,SOURCE_SHA256,SOURCE_REVISION,ORIGINAL_AUDIT_STATUS,CANONICAL_CLASSIFICATION,EVIDENCE_CLASS,CONFIDENCE,ENGINEERING_PURPOSE,MISSING_INFORMATION,DEPENDENCY,RISK,NEXT_REQUIRED_EVIDENCE,CONFLICT_ID,RADE_MAY_USE,RADE_MAY_MODIFY,RADE_MUST_NOT_ASSUME,NORMALIZATION_NOTE
K-1134,PARAMETER,F-x,130L,,N vs mm,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1135,PARAMETER,F-v,130L,,N vs mm/s,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1136,PARAMETER,F-t,130L,,N vs s,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1137,PARAMETER,hysteresis,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1138,PARAMETER,energy dissipation,130L,,J,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1139,PARAMETER,rate dependence,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1140,PARAMETER,temperature dependence,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1141,PARAMETER,repeatability,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1142,PARAMETER,tolerance sensitivity,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1143,PARAMETER,L/R matching,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1144,PARAMETER,serviceability,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,YES,NO,YES,
K-1145,PARAMETER,replaceability,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1146,PARAMETER,test acceptance criterion,130L,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,MISSING,MISSING,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1147,PARAMETER,architecture,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,MISSING,MISSING,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1148,PARAMETER,mounting geometry,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,MISSING,MISSING,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1149,PARAMETER,axis,130R,,vector,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,MISSING,MISSING,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,YES,NO,YES,
K-1150,PARAMETER,stroke,130R,180,mm,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,DESIGN_ASSUMPTION,DESIGN_ASSUMPTION,ABSORBER_TEST_SPEC,High,Ride-down absorber,No validated component law; 180 mm is design reference only.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1151,PARAMETER,initial preload,130R,,N,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1152,PARAMETER,F-x,130R,,N vs mm,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1153,PARAMETER,F-v,130R,,N vs mm/s,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1154,PARAMETER,F-t,130R,,N vs s,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1155,PARAMETER,hysteresis,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1156,PARAMETER,energy dissipation,130R,,J,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1157,PARAMETER,rate dependence,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1158,PARAMETER,temperature dependence,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1159,PARAMETER,repeatability,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1160,PARAMETER,tolerance sensitivity,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1161,PARAMETER,L/R matching,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1162,PARAMETER,serviceability,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,YES,NO,YES,
K-1163,PARAMETER,replaceability,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1164,PARAMETER,test acceptance criterion,130R,,definition,V7_R5_ABSORBER,V7_ENGINEERING_R5/V7_ABSORBER_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,4c64a7aa1d1e9847ad283dbdd6e53881c553d48ae0245b627e1bfda36e0f9610,V7-RC-005,MISSING,MISSING,ABSORBER_TEST_SPEC,None,Ride-down absorber,Required characterization not executed.,Selected hardware + component test + calibrated instrumentation,Critical,Component characterization and acceptance specification,,NO,NO,YES,
K-1165,PARAMETER,normal state,170,,state,V7_R5_LOCK,V7_ENGINEERING_R5/V7_LOCK_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,ca3570ee1f2d73cb5aef7984ba7ce33db7e0ded8ba6550cde8686a537e7f9ea5,V7-RC-005,MISSING,MISSING,LOCK_TEST_SPEC,None,Safety-critical lock behavior,"Model state representation exists, but physical lock implementation and fault behavior are not validated.",Physical lock article + fault matrix + load/timing test,Critical,Component lock characterization,,NO,NO,YES,
K-1166,PARAMETER,armed state,170,,state,V7_R5_LOCK,V7_ENGINEERING_R5/V7_LOCK_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,ca3570ee1f2d73cb5aef7984ba7ce33db7e0ded8ba6550cde8686a537e7f9ea5,V7-RC-005,MISSING,MISSING,LOCK_TEST_SPEC,None,Safety-critical lock behavior,"Model state representation exists, but physical lock implementation and fault behavior are not validated.",Physical lock article + fault matrix + load/timing test,Critical,Component lock characterization,,NO,NO,YES,
K-1167,PARAMETER,capture state,170,,state,V7_R5_LOCK,V7_ENGINEERING_R5/V7_LOCK_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,ca3570ee1f2d73cb5aef7984ba7ce33db7e0ded8ba6550cde8686a537e7f9ea5,V7-RC-005,MISSING,MISSING,LOCK_TEST_SPEC,None,Safety-critical lock behavior,"Model state representation exists, but physical lock implementation and fault behavior are not validated.",Physical lock article + fault matrix + load/timing test,Critical,Component lock characterization,,YES,NO,YES,
K-1168,PARAMETER,ride-down state,170,,state,V7_R5_LOCK,V7_ENGINEERING_R5/V7_LOCK_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,ca3570ee1f2d73cb5aef7984ba7ce33db7e0ded8ba6550cde8686a537e7f9ea5,V7-RC-005,MISSING,MISSING,LOCK_TEST_SPEC,None,Safety-critical lock behavior,"Model state representation exists, but physical lock implementation and fault behavior are not validated.",Physical lock article + fault matrix + load/timing test,Critical,Component lock characterization,,NO,NO,YES,
K-1169,PARAMETER,rebound state,170,,state,V7_R5_LOCK,V7_ENGINEERING_R5/V7_LOCK_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,ca3570ee1f2d73cb5aef7984ba7ce33db7e0ded8ba6550cde8686a537e7f9ea5,V7-RC-005,MISSING,MISSING,LOCK_TEST_SPEC,None,Safety-critical lock behavior,"Model state representation exists, but physical lock implementation and fault behavior are not validated.",Physical lock article + fault matrix + load/timing test,Critical,Component lock characterization,,NO,NO,YES,
K-1170,PARAMETER,secure state,170,,state,V7_R5_LOCK,V7_ENGINEERING_R5/V7_LOCK_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,ca3570ee1f2d73cb5aef7984ba7ce33db7e0ded8ba6550cde8686a537e7f9ea5,V7-RC-005,MISSING,MISSING,LOCK_TEST_SPEC,None,Safety-critical lock behavior,"Model state representation exists, but physical lock implementation and fault behavior are not validated.",Physical lock article + fault matrix + load/timing test,Critical,Component lock characterization,,NO,NO,YES,
K-1171,PARAMETER,trigger,170,,definition,V7_R5_LOCK,V7_ENGINEERING_R5/V7_LOCK_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,ca3570ee1f2d73cb5aef7984ba7ce33db7e0ded8ba6550cde8686a537e7f9ea5,V7-RC-005,MISSING,MISSING,LOCK_TEST_SPEC,None,Safety-critical lock behavior,"Model state representation exists, but physical lock implementation and fault behavior are not validated.",Physical lock article + fault matrix + load/timing test,Critical,Component lock characterization,,NO,NO,YES,
K-1172,PARAMETER,threshold,170,,g/condition,V7_R5_LOCK,V7_ENGINEERING_R5/V7_LOCK_TEST_SPECIFICATION.json,f562a8cfe00835f1919ab3683bf17b3ae407100b,ca3570ee1f2d73cb5aef7984ba7ce33db7e0ded8ba6550cde8686a537e7f9ea5,V7-RC-005,TEST_REQUIRED,TEST_REQUIRED,LOCK_TEST_SPEC,None,Safety-critical lock behavior,"Model state representation exists, but physical lock implementation and fault behavior are not validated.",Physical lock article + fault matrix + load/timing test,Critical,Component lock characterization,,NO,NO,YES,
